Category,SubCategory,Property,Amount,Year,Month
Travel/Vacation,Travel,Primary,2224.79,2017,February
Automobile,Car Payment,Primary,621.68,2017,March
Automobile,Gasoline,Primary,127.09,2017,March
Bank Charges,Service Charge,Primary,35.44,2017,March
Bills,Cell Phone,Primary,79.1,2017,March
Bills,Electricity,Primary,123.83,2017,March
Bills,Homeowner's Dues,Primary,42.58,2017,March
Bills,Homeowner's Dues,Investment,116.53,2017,March
Bills,Mortgage Payment,Primary,1436.12,2017,March
Bills,Mortgage Payment,Investment,1573.53,2017,March
Bills,Natural Gas/Oil,Primary,53,2017,March
Bills,Telephone,Primary,34.05,2017,March
Credit Card Payments/Transfers,Credit Card Payments/Transfers,Primary,0,2017,March
Dining Out,Dining Out,Primary,17.01,2017,March
Groceries,Groceries,Primary,444.82,2017,March
Healthcare,Dental,Primary,16.69,2017,March
Hobbies/Leisure,Toys & Games,Primary,67.79,2017,March
Household,Household - Unassigned,Primary,107.87,2017,March
Insurance,Automobile,Primary,279.24,2017,March
Insurance,Homeowner's/Renter's,Primary,166.32,2017,March
Insurance,Homeowner's/Renter's,Investment,41.39,2017,March
Insurance,Insurance - Unassigned,Primary,-3.45,2017,March
Insurance,Life,Primary,132.78,2017,March
Investment,Investment,Primary,374,2017,March
Job Expense,Non-Reimbursed,Primary,300,2017,March
Personal Care,Personal Care,Primary,19.95,2017,March
Pet Care,Food,Primary,53.73,2017,March
Taxes,Real Estate Taxes,Primary,665,2017,March
Taxes,Real Estate Taxes,Investment,588,2017,March
Taxes,Taxes - Unassigned,Primary,0.52,2017,March
Travel/Vacation,Miscellaneous,Primary,6.22,2017,March
Travel/Vacation,Miscellaneous,Primary,46.18,2017,March
Travel/Vacation,Travel,Primary,1481.96,2017,March
Accounting,Accounting,Primary,100,2017,April
Automobile,Car Payment,Primary,621.68,2017,April
Automobile,Gasoline,Primary,263.11,2017,April
Bank Charges,Service Charge,Primary,40.44,2017,April
Bills,Cell Phone,Primary,79.1,2017,April
Bills,Electricity,Primary,104.61,2017,April
Bills,Homeowner's Dues,Primary,42.58,2017,April
Bills,Homeowner's Dues,Investment,22.59,2017,April
Bills,Mortgage Payment,Primary,1436.12,2017,April
Bills,Mortgage Payment,Investment,1573.53,2017,April
Bills,Natural Gas/Oil,Primary,53,2017,April
Bills,Online/Internet Service,Primary,148.35,2017,April
Bills,Telephone,Primary,34.05,2017,April
Bills,Water & Sewer,Primary,153.42,2017,April
Childcare,Childcare,Primary,111.46,2017,April
Credit Card Payments/Transfers,Credit Card Payments/Transfers,Primary,0,2017,April
Dining Out,Dining Out,Primary,48.11,2017,April
Entertainment,Entertainment,Primary,13.8,2017,April
Groceries,Groceries,Primary,562.1,2017,April
Healthcare,Eyecare,Primary,460,2017,April
Healthcare,Prescriptions,Primary,132.68,2017,April
Home Improvement,Home Improvement,Investment,1063.13,2017,April
Insurance,Automobile,Primary,279.16,2017,April
Insurance,Homeowner's/Renter's,Investment,41.39,2017,April
Insurance,Life,Primary,132.78,2017,April
Investment,Investment,Primary,160,2017,April
Job Expense,Non-Reimbursed,Primary,400,2017,April
Personal Care,Personal Care,Primary,19.95,2017,April
Pet Care,Food,Primary,17.74,2017,April
Pet Care,Pet Care - Unassigned,Primary,11.29,2017,April
Taxes,Real Estate Taxes,Primary,665,2017,April
Taxes,Real Estate Taxes,Investment,626,2017,April
Travel/Vacation,Miscellaneous,Primary,437.55,2017,April
Automobile,Car Payment,Primary,621.68,2017,May
Automobile,Gasoline,Primary,166.14,2017,May
Automobile,Maintenance,Primary,173.96,2017,May
Bank Charges,Service Charge,Primary,40.44,2017,May
Bills,Business,Primary,758.67,2017,May
Bills,Cell Phone,Primary,79.1,2017,May
Bills,Electricity,Primary,100.34,2017,May
Bills,Homeowner's Dues,Primary,42.58,2017,May
Bills,Homeowner's Dues,Investment,22.59,2017,May
Bills,Membership Fees,Primary,203.78,2017,May
Bills,Mortgage Payment,Primary,1436.12,2017,May
Bills,Mortgage Payment,Investment,1573.53,2017,May
Bills,Natural Gas/Oil,Primary,53,2017,May
Bills,Online/Internet Service,Primary,73.73,2017,May
Bills,Telephone,Primary,34.05,2017,May
Childcare,Childcare,Primary,97.3,2017,May
Credit Card Payments/Transfers,Credit Card Payments/Transfers,Primary,1,2017,May
Dining Out,Dining Out,Primary,124.3,2017,May
Entertainment,Entertainment,Primary,40.2,2017,May
Fees,Fees,Primary,55.29,2017,May
Fees,Fees,Primary,630,2017,May
Groceries,Groceries,Primary,783.17,2017,May
Healthcare,Eyecare,Primary,-450,2017,May
Healthcare,Prescriptions,Primary,21.45,2017,May
Home Improvement,Home Improvement,Primary,118.99,2017,May
Home Improvement,Home Improvement,Investment,45.16,2017,May
Household,Household - Unassigned,Primary,13.38,2017,May
Household,Yard Service,Primary,59.6,2017,May
Insurance,Automobile,Primary,279.16,2017,May
Insurance,Homeowner's/Renter's,Primary,166.32,2017,May
Insurance,Homeowner's/Renter's,Investment,41.39,2017,May
Insurance,Life,Primary,132.78,2017,May
Investment,Investment,Primary,160,2017,May
Job Expense,Non-Reimbursed,Primary,300,2017,May
Personal Care,Personal Care,Primary,19.95,2017,May
Pet Care,Food,Primary,73.64,2017,May
Travel/Vacation,Travel,Primary,330,2017,May
Automobile,Car Payment,Primary,932.52,2017,June
Automobile,Gasoline,Primary,158.51,2017,June
Bank Charges,Service Charge,Primary,23.99,2017,June
Bills,Cell Phone,Primary,79.1,2017,June
Bills,Electricity,Primary,108.71,2017,June
Bills,Homeowner's Dues,Primary,42.58,2017,June
Bills,Homeowner's Dues,Investment,116.53,2017,June
Bills,Mortgage Payment,Primary,2154.18,2017,June
Bills,Mortgage Payment,Investment,1573.53,2017,June
Bills,Natural Gas/Oil,Primary,53,2017,June
Bills,Online/Internet Service,Primary,73.44,2017,June
Bills,Telephone,Primary,34.05,2017,June
Childcare,Childcare,Primary,86.76,2017,June
Credit Card Payments/Transfers,Credit Card Payments/Transfers,Primary,0,2017,June
Entertainment,Entertainment,Primary,287.59,2017,June
Fees,Fees,Primary,216.46,2017,June
Groceries,Groceries,Primary,837.68,2017,June
Healthcare,Prescriptions,Primary,27.85,2017,June
Home Improvement,Home Improvement,Investment,-33.88,2017,June
Household,Yard Service,Primary,59.6,2017,June
Insurance,Automobile,Primary,279.16,2017,June
Insurance,Homeowner's/Renter's,Primary,83.16,2017,June
Insurance,Homeowner's/Renter's,Investment,41.39,2017,June
Insurance,Life,Primary,132.78,2017,June
Investment,Investment,Primary,240,2017,June
Job Expense,Non-Reimbursed,Primary,400,2017,June
Personal Care,Personal Care,Primary,19.95,2017,June
Pet Care,Food,Primary,121.58,2017,June
Travel/Vacation,Miscellaneous,Primary,220,2017,June
Travel/Vacation,Travel/Vacation - Unassigned,Primary,174.62,2017,June
Automobile,Car Payment,Primary,621.68,2017,July
Automobile,Gasoline,Primary,195.75,2017,July
Automobile,Maintenance,Primary,6.77,2017,July
Bank Charges,Service Charge,Primary,13.99,2017,July
Bills,Cell Phone,Primary,79.1,2017,July
Bills,Electricity,Primary,106.8,2017,July
Bills,Homeowner's Dues,Primary,42.58,2017,July
Bills,Homeowner's Dues,Investment,22.59,2017,July
Bills,Mortgage Payment,Primary,1436.12,2017,July
Bills,Mortgage Payment,Investment,1573.53,2017,July
Bills,Natural Gas/Oil,Primary,90.42,2017,July
Bills,Telephone,Primary,34.05,2017,July
Bills,Water & Sewer,Primary,127.14,2017,July
Clothing,Clothing,Primary,56.49,2017,July
Credit Card Payments/Transfers,Credit Card Payments/Transfers,Primary,-1,2017,July
Dining Out,Dining Out,Primary,92.64,2017,July
Entertainment,Entertainment,Primary,75.85,2017,July
Groceries,Groceries,Primary,711.44,2017,July
Healthcare,Prescriptions,Primary,119.13,2017,July
Home Improvement,Home Improvement,Primary,760.35,2017,July
Insurance,Automobile,Primary,279.16,2017,July
Insurance,Homeowner's/Renter's,Primary,83.16,2017,July
Insurance,Homeowner's/Renter's,Investment,42.68,2017,July
Insurance,Insurance - Unassigned,Primary,16.43,2017,July
Insurance,Life,Primary,132.78,2017,July
Investment,Investment,Primary,160,2017,July
Job Expense,Non-Reimbursed,Primary,300,2017,July
Personal Care,Personal Care,Primary,19.95,2017,July
Pet Care,Food,Primary,98.9,2017,July
Taxes,Real Estate Taxes,Primary,729.31,2017,July
Taxes,Real Estate Taxes,Investment,658.94,2017,July
Travel/Vacation,Miscellaneous,Primary,343.23,2017,July
Travel/Vacation,Miscellaneous,Primary,36.01,2017,July
Travel/Vacation,Travel,Primary,205.81,2017,July
Automobile,Car Payment,Primary,621.68,2017,August
Automobile,Gasoline,Primary,169.78,2017,August
Bank Charges,Service Charge,Primary,36.93,2017,August
Bills,Business,Primary,690.18,2017,August
Bills,Cell Phone,Primary,434.41,2017,August
Bills,Electricity,Primary,154.19,2017,August
Bills,Homeowner's Dues,Primary,42.58,2017,August
Bills,Homeowner's Dues,Investment,22.59,2017,August
Bills,Mortgage Payment,Primary,1436.12,2017,August
Bills,Mortgage Payment,Investment,1573.53,2017,August
Bills,Natural Gas/Oil,Primary,36.52,2017,August
Bills,Online/Internet Service,Primary,148.35,2017,August
Bills,Telephone,Primary,34.05,2017,August
Childcare,Childcare,Primary,273.94,2017,August
Clothing,Clothing,Primary,11.29,2017,August
Credit Card Payments/Transfers,Credit Card Payments/Transfers,Primary,0,2017,August
Dining Out,Dining Out,Primary,113.15,2017,August
Entertainment,Entertainment,Primary,95.79,2017,August
Fees,Fees,Primary,205,2017,August
Groceries,Groceries,Primary,658.97,2017,August
Healthcare,Physician,Primary,-4.52,2017,August
Healthcare,Prescriptions,Primary,41.39,2017,August
Hobbies/Leisure,Movies & Video Rentals,Primary,24.48,2017,August
Household,Furnishings,Primary,2150,2017,August
Household,Yard Service,Primary,121.73,2017,August
Insurance,Automobile,Primary,279.16,2017,August
Insurance,Homeowner's/Renter's,Primary,83.16,2017,August
Insurance,Homeowner's/Renter's,Investment,42.56,2017,August
Insurance,Insurance - Unassigned,Primary,14.76,2017,August
Insurance,Life,Primary,132.78,2017,August
Investment,Investment,Primary,160,2017,August
Job Expense,Non-Reimbursed,Primary,300,2017,August
Personal Care,Personal Care,Primary,19.95,2017,August
Pet Care,Food,Primary,8.3,2017,August
Taxes,Real Estate Taxes,Primary,729,2017,August
Taxes,Real Estate Taxes,Investment,658,2017,August
Travel/Vacation,Miscellaneous,Primary,3.39,2017,August
Automobile,Car Payment,Primary,621.68,2017,September
Automobile,Gasoline,Primary,172.12,2017,September
Bank Charges,Service Charge,Primary,50.68,2017,September
Bills,Cell Phone,Primary,79.1,2017,September
Bills,Electricity,Primary,149.47,2017,September
Bills,Homeowner's Dues,Primary,42.58,2017,September
Bills,Homeowner's Dues,Investment,116.53,2017,September
Bills,Mortgage Payment,Primary,1436.12,2017,September
Bills,Mortgage Payment,Investment,1573.53,2017,September
Bills,Natural Gas/Oil,Primary,79,2017,September
Bills,Online/Internet Service,Primary,74.29,2017,September
Bills,Telephone,Primary,34.05,2017,September
Credit Card Payments/Transfers,Credit Card Payments/Transfers,Primary,0,2017,September
Dining Out,Dining Out,Primary,31.39,2017,September
Education,Tuition,Primary,1500,2017,September
Entertainment,Entertainment,Primary,18.75,2017,September
Fees,Fees,Primary,12.05,2017,September
Groceries,Groceries,Primary,634.66,2017,September
Healthcare,Physician,Primary,5,2017,September
Healthcare,Prescriptions,Primary,27.38,2017,September
Hobbies/Leisure,Movies & Video Rentals,Primary,39.81,2017,September
Home Improvement,Home Improvement,Primary,19.62,2017,September
Insurance,Automobile,Primary,279.16,2017,September
Insurance,Homeowner's/Renter's,Investment,42.56,2017,September
Insurance,Insurance - Unassigned,Primary,20.26,2017,September
Insurance,Life,Primary,132.78,2017,September
Investment,Investment,Primary,160,2017,September
Job Expense,Non-Reimbursed,Primary,396.05,2017,September
Personal Care,Personal Care,Primary,19.95,2017,September
Pet Care,Food,Primary,7.91,2017,September
Taxes,Real Estate Taxes,Investment,658,2017,September
Taxes,Taxes - Unassigned,Primary,2.66,2017,September
Travel/Vacation,Miscellaneous,Primary,36.46,2017,September
Automobile,Car Payment,Primary,621.68,2017,October
Automobile,Gasoline,Primary,211.54,2017,October
Bank Charges,Service Charge,Primary,38.94,2017,October
Bills,Business,Primary,418.46,2017,October
Bills,Cell Phone,Primary,79.1,2017,October
Bills,Electricity,Primary,128.82,2017,October
Bills,Homeowner's Dues,Primary,42.58,2017,October
Bills,Homeowner's Dues,Investment,22.59,2017,October
Bills,Mortgage Payment,Primary,1436.12,2017,October
Bills,Mortgage Payment,Investment,1573.53,2017,October
Bills,Natural Gas/Oil,Primary,82.39,2017,October
Bills,Online/Internet Service,Primary,73.44,2017,October
Bills,Telephone,Primary,34.05,2017,October
Bills,Water & Sewer,Primary,167.86,2017,October
Clothing,Clothing,Primary,30.49,2017,October
Credit Card Payments/Transfers,Credit Card Payments/Transfers,Primary,451,2017,October
Dining Out,Dining Out,Primary,77.46,2017,October
Entertainment,Entertainment,Primary,84.75,2017,October
Fees,Fees,Primary,135,2017,October
Groceries,Groceries,Primary,709.96,2017,October
Healthcare,Physician,Primary,-10,2017,October
Home Improvement,Home Improvement,Investment,34.97,2017,October
Household,Household - Unassigned,Primary,146.1,2017,October
Insurance,Automobile,Primary,279.16,2017,October
Insurance,Homeowner's/Renter's,Primary,171.46,2017,October
Insurance,Homeowner's/Renter's,Investment,42.56,2017,October
Insurance,Insurance - Unassigned,Primary,1.56,2017,October
Insurance,Life,Primary,132.78,2017,October
Investment,Investment,Primary,10160,2017,October
Job Expense,Non-Reimbursed,Primary,300,2017,October
Personal Care,Personal Care,Primary,19.95,2017,October
Pet Care,Food,Primary,3.55,2017,October
Services/Memberships,Services/Memberships,Primary,630,2017,October
Taxes,Real Estate Taxes,Primary,755.13,2017,October
Travel/Vacation,Miscellaneous,Primary,43,2017,October
Travel/Vacation,Travel,Primary,30,2017,October
Automobile,Car Payment,Primary,621.68,2017,November
Automobile,Gasoline,Primary,153.64,2017,November
Automobile,Maintenance,Primary,33.34,2017,November
Bank Charges,Service Charge,Primary,31.44,2017,November
Bills,Cell Phone,Primary,522.91,2017,November
Bills,Electricity,Primary,111.91,2017,November
Bills,Homeowner's Dues,Primary,42.58,2017,November
Bills,Homeowner's Dues,Investment,22.59,2017,November
Bills,Mortgage Payment,Primary,1436.12,2017,November
Bills,Mortgage Payment,Investment,1573.53,2017,November
Bills,Natural Gas/Oil,Primary,82.24,2017,November
Bills,Online/Internet Service,Primary,73.44,2017,November
Bills,Telephone,Primary,34.68,2017,November
Credit Card Payments/Transfers,Credit Card Payments/Transfers,Primary,-450,2017,November
Dining Out,Dining Out,Primary,64.13,2017,November
Entertainment,Entertainment,Primary,26.85,2017,November
Fees,Fees,Primary,135.33,2017,November
Groceries,Groceries,Primary,963.13,2017,November
Healthcare,Physician,Primary,296.5,2017,November
Healthcare,Prescriptions,Primary,45.94,2017,November
Insurance,Automobile,Primary,279.16,2017,November
Insurance,Homeowner's/Renter's,Primary,85.67,2017,November
Insurance,Homeowner's/Renter's,Investment,42.56,2017,November
Insurance,Insurance - Unassigned,Primary,2.26,2017,November
Insurance,Life,Primary,132.78,2017,November
Investment,Investment,Primary,240,2017,November
Job Expense,Non-Reimbursed,Primary,501.7,2017,November
Personal Care,Personal Care,Primary,19.95,2017,November
Pet Care,Food,Primary,51.08,2017,November
Services/Memberships,Services/Memberships,Primary,57,2017,November
Automobile,Car Payment,Primary,932.52,2017,December
Automobile,Gasoline,Primary,379.26,2017,December
Bank Charges,Service Charge,Primary,42.69,2017,December
Bills,Business,Primary,793.62,2017,December
Bills,Cell Phone,Primary,105.09,2017,December
Bills,Electricity,Primary,96.29,2017,December
Bills,Homeowner's Dues,Primary,42.58,2017,December
Bills,Homeowner's Dues,Investment,116.53,2017,December
Bills,Membership Fees,Primary,179.67,2017,December
Bills,Mortgage Payment,Primary,2154.18,2017,December
Bills,Mortgage Payment,Investment,1573.53,2017,December
Bills,Natural Gas/Oil,Primary,79,2017,December
Bills,Online/Internet Service,Primary,73.44,2017,December
Bills,Telephone,Primary,34.05,2017,December
Bills,Water & Sewer,Primary,113,2017,December
Credit Card Payments/Transfers,Credit Card Payments/Transfers,Primary,0,2017,December
Dining Out,Dining Out,Primary,15.8,2017,December
Education,Books,Primary,33.84,2017,December
Fees,Fees,Primary,161.5,2017,December
Gifts,Gifts,Primary,180.78,2017,December
Groceries,Groceries,Primary,1156.44,2017,December
Healthcare,Physician,Primary,626.5,2017,December
Healthcare,Prescriptions,Primary,61.57,2017,December
Household,Income - Unassigned,Primary,47.14,2017,December
Insurance,Automobile,Primary,279.16,2017,December
Insurance,Homeowner's/Renter's,Investment,42.56,2017,December
Insurance,Insurance - Unassigned,Primary,12.02,2017,December
Insurance,Life,Primary,132.78,2017,December
Investment,Investment,Primary,160,2017,December
Job Expense,Non-Reimbursed,Primary,500,2017,December
Personal Care,Personal Care,Primary,19.95,2017,December
Pet Care,Food,Primary,94.72,2017,December
Travel/Vacation,Miscellaneous,Primary,15.43,2017,December
Travel/Vacation,Travel,Primary,1878.32,2017,December
Automobile,Car Payment,Primary,621.68,2018,January
Automobile,Gasoline,Primary,142.01,2018,January
Bank Charges,Service Charge,Primary,42.63,2018,January
Bills,Business,Primary,85.88,2018,January
Bills,Cell Phone,Primary,67.8,2018,January
Bills,Electricity,Primary,84.42,2018,January
Bills,Homeowner's Dues,Primary,42.58,2018,January
Bills,Homeowner's Dues,Investment,22.59,2018,January
Bills,Mortgage Payment,Primary,1436.12,2018,January
Bills,Mortgage Payment,Investment,1573.53,2018,January
Bills,Natural Gas/Oil,Primary,79,2018,January
Bills,Online/Internet Service,Primary,73.44,2018,January
Dining Out,Dining Out,Primary,101.94,2018,January
Fees,Fees,Primary,3.5,2018,January
Groceries,Groceries,Primary,506.11,2018,January
Healthcare,Physician,Primary,-458.5,2018,January
Healthcare,Prescriptions,Primary,9.41,2018,January
Hobbies/Leisure,Movies & Video Rentals,Primary,27,2018,January
Insurance,Automobile,Primary,279.16,2018,January
Insurance,Homeowner's/Renter's,Primary,171.34,2018,January
Insurance,Homeowner's/Renter's,Investment,42.56,2018,January
Insurance,Life,Primary,132.78,2018,January
Investment,Investment,Primary,560,2018,January
Pet Care,Food,Primary,14.17,2018,January
Safety Deposit Box,Safety Deposit Box,Primary,90.4,2018,January
Travel/Vacation,Miscellaneous,Primary,600,2018,January
Travel/Vacation,Miscellaneous,Primary,1.91,2018,January
Automobile,Car Payment,Primary,621.68,2018,February
Automobile,Gasoline,Primary,140,2018,February
Automobile,Maintenance,Primary,101.64,2018,February
Bank Charges,Service Charge,Primary,53.02,2018,February
Bills,Business,Primary,566.85,2018,February
Bills,Cell Phone,Primary,67.8,2018,February
Bills,Electricity,Primary,102.38,2018,February
Bills,Homeowner's Dues,Primary,42.58,2018,February
Bills,Homeowner's Dues,Investment,22.59,2018,February
Bills,Mortgage Payment,Primary,1436.12,2018,February
Bills,Mortgage Payment,Investment,1573.53,2018,February
Bills,Natural Gas/Oil,Primary,79,2018,February
Bills,Online/Internet Service,Primary,354.54,2018,February
Dining Out,Dining Out,Primary,98.32,2018,February
Fees,Fees,Primary,28,2018,February
Gifts,Gifts,Primary,10,2018,February
Groceries,Groceries,Primary,1086.64,2018,February
Healthcare,Physician,Primary,-433.5,2018,February
Healthcare,Prescriptions,Primary,59.78,2018,February
Home Improvement,Home Improvement,Investment,135.7,2018,February
Insurance,Automobile,Primary,279.16,2018,February
Insurance,Homeowner's/Renter's,Investment,42.56,2018,February
Insurance,Life,Primary,132.78,2018,February
Investment,Investment,Primary,560,2018,February
Job Expense,Non-Reimbursed,Primary,100,2018,February
Pet Care,Food,Primary,11.81,2018,February
Taxes,Real Estate Taxes,Primary,697,2018,February
Taxes,Real Estate Taxes,Investment,643,2018,February
Travel/Vacation,Miscellaneous,Primary,490,2018,February
Travel/Vacation,Travel,Primary,0,2018,February
Automobile,Car Payment,Primary,621.68,2018,March
Automobile,Gasoline,Primary,174.59,2018,March
Automobile,Maintenance,Primary,250,2018,March
Bank Charges,Service Charge,Primary,23.99,2018,March
Bills,Cell Phone,Primary,107.35,2018,March
Bills,Electricity,Primary,96.77,2018,March
Bills,Homeowner's Dues,Primary,42.58,2018,March
Bills,Homeowner's Dues,Investment,119.78,2018,March
Bills,Mortgage Payment,Primary,1436.12,2018,March
Bills,Mortgage Payment,Investment,1573.53,2018,March
Bills,Natural Gas/Oil,Primary,79,2018,March
Bills,Online/Internet Service,Primary,73.44,2018,March
Bills,Telephone,Primary,34.05,2018,March
Childcare,Childcare,Primary,184.34,2018,March
Clothing,Clothing,Primary,11.29,2018,March
Dining Out,Dining Out,Primary,76.91,2018,March
Entertainment,Entertainment,Primary,72.95,2018,March
Fees,Fees,Primary,131,2018,March
Groceries,Groceries,Primary,754.48,2018,March
Healthcare,Dental,Primary,14.87,2018,March
Healthcare,Eyecare,Primary,330,2018,March
Healthcare,Physician,Primary,6.5,2018,March
Healthcare,Prescriptions,Primary,77.68,2018,March
Hobbies/Leisure,Movies & Video Rentals,Primary,31.48,2018,March
Hobbies/Leisure,Sporting Goods,Primary,78.92,2018,March
Hobbies/Leisure,Toys & Games,Primary,79.09,2018,March
Home Improvement,Home Improvement,Investment,69.52,2018,March
Insurance,Automobile,Primary,279.74,2018,March
Insurance,Homeowner's/Renter's,Primary,85.67,2018,March
Insurance,Homeowner's/Renter's,Investment,42.56,2018,March
Insurance,Insurance - Unassigned,Primary,2.81,2018,March
Insurance,Life,Primary,132.78,2018,March
Investment,Investment,Primary,560,2018,March
Job Expense,Non-Reimbursed,Primary,400,2018,March
Personal Care,Personal Care,Primary,19.95,2018,March
Pet Care,Food,Primary,14.49,2018,March
Taxes,Real Estate Taxes,Primary,697,2018,March
Taxes,Real Estate Taxes,Investment,642,2018,March
Taxes,Taxes - Unassigned,Primary,0.74,2018,March
Travel/Vacation,Miscellaneous,Primary,20,2018,March
Travel/Vacation,Travel,Primary,11.8,2018,March
Automobile,Car Payment,Primary,621.68,2018,April
Automobile,Gasoline,Primary,149.1,2018,April
Bank Charges,Interest Paid,Primary,20.46,2018,April
Bank Charges,Service Charge,Primary,43.94,2018,April
Bills,Cell Phone,Primary,84.75,2018,April
Bills,Electricity,Primary,88.23,2018,April
Bills,Homeowner's Dues,Primary,42.58,2018,April
Bills,Homeowner's Dues,Investment,22.59,2018,April
Bills,Mortgage Payment,Primary,1436.12,2018,April
Bills,Mortgage Payment,Investment,1573.53,2018,April
Bills,Natural Gas/Oil,Primary,79,2018,April
Bills,Online/Internet Service,Primary,141.54,2018,April
Bills,Telephone,Primary,34.05,2018,April
Bills,Water & Sewer,Primary,140.86,2018,April
Dining Out,Dining Out,Primary,94.98,2018,April
Fees,Fees,Primary,85,2018,April
Groceries,Groceries,Primary,832.19,2018,April
Healthcare,Eyecare,Primary,10,2018,April
Healthcare,Prescriptions,Primary,12.48,2018,April
Hobbies/Leisure,Toys & Games,Primary,42.91,2018,April
Home Improvement,Home Improvement,Investment,103.93,2018,April
Household,Household - Unassigned,Primary,72.23,2018,April
Insurance,Automobile,Primary,279.66,2018,April
Insurance,Homeowner's/Renter's,Primary,171.34,2018,April
Insurance,Homeowner's/Renter's,Investment,42.56,2018,April
Insurance,Insurance - Unassigned,Primary,2.83,2018,April
Insurance,Life,Primary,132.78,2018,April
Investment,Investment,Primary,560,2018,April
Job Expense,Non-Reimbursed,Primary,300,2018,April
Personal Care,Personal Care,Primary,19.95,2018,April
Pet Care,Food,Primary,12.1,2018,April
Taxes,Real Estate Taxes,Primary,697,2018,April
Taxes,Real Estate Taxes,Investment,642,2018,April
Taxes,Taxes - Unassigned,Primary,2.82,2018,April
Travel/Vacation,Miscellaneous,Primary,282,2018,April
Automobile,Car Payment,Primary,621.68,2018,May
Automobile,Gasoline,Primary,251,2018,May
Automobile,Maintenance,Primary,162.66,2018,May
Bank Charges,Interest Paid,Primary,2.62,2018,May
Bank Charges,Service Charge,Primary,50.69,2018,May
Bills,Cell Phone,Primary,84.75,2018,May
Bills,Electricity,Primary,95.44,2018,May
Bills,Homeowner's Dues,Primary,42.58,2018,May
Bills,Homeowner's Dues,Investment,22.59,2018,May
Bills,Medical,Primary,33,2018,May
Bills,Membership Fees,Primary,194.18,2018,May
Bills,Mortgage Payment,Primary,1436.12,2018,May
Bills,Mortgage Payment,Investment,1573.53,2018,May
Bills,Natural Gas/Oil,Primary,79,2018,May
Bills,Online/Internet Service,Primary,73.44,2018,May
Bills,Telephone,Primary,34.05,2018,May
Childcare,Childcare,Primary,113.44,2018,May
Clothing,Clothing,Primary,1000,2018,May
Entertainment,Entertainment,Primary,44.75,2018,May
Fees,Fees,Primary,245.26,2018,May
Groceries,Groceries,Primary,1456.52,2018,May
Healthcare,Dental,Primary,33.92,2018,May
Healthcare,Physician,Primary,200,2018,May
Healthcare,Prescriptions,Primary,31.33,2018,May
Hobbies/Leisure,Electronics,Primary,22.3,2018,May
Home Improvement,Home Improvement,Investment,80.95,2018,May
Insurance,Automobile,Primary,279.66,2018,May
Insurance,Homeowner's/Renter's,Primary,85.67,2018,May
Insurance,Homeowner's/Renter's,Investment,42.56,2018,May
Insurance,Insurance - Unassigned,Primary,12.41,2018,May
Insurance,Life,Primary,132.78,2018,May
Investment,Investment,Primary,640,2018,May
Job Expense,Non-Reimbursed,Primary,396.05,2018,May
Personal Care,Personal Care,Primary,19.95,2018,May
Pet Care,Food,Primary,29.8,2018,May
Taxes,Taxes - Unassigned,Primary,1.51,2018,May
Travel/Vacation,Miscellaneous,Primary,20,2018,May
Travel/Vacation,Travel,Primary,2,2018,May
Automobile,Car Payment,Primary,932.52,2018,June
Automobile,Gasoline,Primary,185.39,2018,June
Bank Charges,Service Charge,Primary,27.98,2018,June
Bills,Business,Primary,704.13,2018,June
Bills,Cell Phone,Primary,56.39,2018,June
Bills,Electricity,Primary,89.84,2018,June
Bills,Health Club,Primary,179.65,2018,June
Bills,Homeowner's Dues,Primary,42.58,2018,June
Bills,Homeowner's Dues,Investment,119.78,2018,June
Bills,Medical,Primary,125,2018,June
Bills,Mortgage Payment,Primary,2154.18,2018,June
Bills,Mortgage Payment,Investment,1573.53,2018,June
Bills,Natural Gas/Oil,Primary,79,2018,June
Bills,Online/Internet Service,Primary,73.44,2018,June
Bills,Telephone,Primary,34.05,2018,June
Dining Out,Dining Out,Primary,129.06,2018,June
Gifts,Gifts,Primary,45,2018,June
Groceries,Groceries,Primary,1016.31,2018,June
Healthcare,Physician,Primary,-5,2018,June
Healthcare,Prescriptions,Primary,18.77,2018,June
Hobbies/Leisure,Electronics,Primary,431.3,2018,June
Household,Household - Unassigned,Primary,-39.5,2018,June
Insurance,Automobile,Primary,279.66,2018,June
Insurance,Homeowner's/Renter's,Investment,42.56,2018,June
Insurance,Insurance - Unassigned,Primary,2.86,2018,June
Insurance,Life,Primary,132.78,2018,June
Investment,Investment,Primary,560,2018,June
Job Expense,Non-Reimbursed,Primary,300,2018,June
Personal Care,Personal Care,Primary,19.95,2018,June
Pet Care,Food,Primary,43.29,2018,June
Taxes,Taxes - Unassigned,Primary,1.26,2018,June
Automobile,Car Payment,Primary,621.68,2018,July
Automobile,Gasoline,Primary,204.59,2018,July
Bank Charges,Service Charge,Primary,36.44,2018,July
Bills,Cell Phone,Primary,84.75,2018,July
Bills,Electricity,Primary,127.47,2018,July
Bills,Health Club,Primary,33.89,2018,July
Bills,Homeowner's Dues,Primary,42.58,2018,July
Bills,Homeowner's Dues,Investment,22.59,2018,July
Bills,Mortgage Payment,Primary,1436.12,2018,July
Bills,Mortgage Payment,Investment,1573.53,2018,July
Bills,Natural Gas/Oil,Primary,73.87,2018,July
Bills,Online/Internet Service,Primary,73.44,2018,July
Bills,Telephone,Primary,34.05,2018,July
